DATAFLOW,TIME_PERIOD,desagregaciones,OBS_VALUE,TDCON,SEXO,AREA_REF,FREQ,INDICADOR,DECIMALS,UNIDAD,MULT
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,contratototal_mujeres,824899,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,contratototal_sin_informacion,124010,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,contratototal_sexototal,2618664,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M03,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_indefinido_hombres,874062,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_indefinido_mujeres,490412,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_indefinido_sin_informacion,41760,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_indefinido_sexototal,1406234,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_plazo_fijo_hombres,787073,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_plazo_fijo_mujeres,330269,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_plazo_fijo_sin_informacion,59894,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contrato_plazo_fijo_sexototal,1177236,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contratototal_hombres,1661135,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contratototal_mujeres,820681,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contratototal_sin_informacion,101654,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,contratototal_sexototal,2583470,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M04,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_indefinido_hombres,869794,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_indefinido_mujeres,487669,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_indefinido_sin_informacion,51139,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_indefinido_sexototal,1408602,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_plazo_fijo_hombres,752954,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_plazo_fijo_mujeres,299497,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_plazo_fijo_sin_informacion,72210,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contrato_plazo_fijo_sexototal,1124661,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contratototal_hombres,1622748,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contratototal_mujeres,787166,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contratototal_sin_informacion,123349,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,contratototal_sexototal,2533263,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M05,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_indefinido_hombres,876445,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_indefinido_mujeres,494947,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_indefinido_sin_informacion,52888,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_indefinido_sexototal,1424280,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_plazo_fijo_hombres,755414,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_plazo_fijo_mujeres,296060,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_plazo_fijo_sin_informacion,70723,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contrato_plazo_fijo_sexototal,1122197,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contratototal_hombres,1631859,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contratototal_mujeres,791007,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contratototal_sin_informacion,123611,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,contratototal_sexototal,2546477,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M06,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_indefinido_hombres,905884,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_indefinido_mujeres,513295,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_indefinido_sin_informacion,53604,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_indefinido_sexototal,1472783,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_plazo_fijo_hombres,780698,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_plazo_fijo_mujeres,304062,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_plazo_fijo_sin_informacion,64045,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contrato_plazo_fijo_sexototal,1148805,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contratototal_hombres,1686582,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contratototal_mujeres,817357,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contratototal_sin_informacion,117649,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,contratototal_sexototal,2621588,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M07,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_indefinido_hombres,902678,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_indefinido_mujeres,513024,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_indefinido_sin_informacion,61937,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_indefinido_sexototal,1477639,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_plazo_fijo_hombres,774218,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_plazo_fijo_mujeres,295722,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_plazo_fijo_sin_informacion,75612,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contrato_plazo_fijo_sexototal,1145552,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contratototal_hombres,1676896,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contratototal_mujeres,808746,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contratototal_sin_informacion,137549,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,contratototal_sexototal,2623191,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M08,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_indefinido_hombres,923514,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_indefinido_mujeres,525084,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_indefinido_sin_informacion,69883,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_indefinido_sexototal,1518481,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_plazo_fijo_hombres,766701,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_plazo_fijo_mujeres,287190,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_plazo_fijo_sin_informacion,76395,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contrato_plazo_fijo_sexototal,1130286,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contratototal_hombres,1690215,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contratototal_mujeres,812274,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contratototal_sin_informacion,146278,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,contratototal_sexototal,2648767,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M09,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_indefinido_hombres,933083,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_indefinido_mujeres,529786,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_indefinido_sin_informacion,79264,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_indefinido_sexototal,1542133,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_plazo_fijo_hombres,796599,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_plazo_fijo_mujeres,308999,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_plazo_fijo_sin_informacion,90993,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contrato_plazo_fijo_sexototal,1196591,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contratototal_hombres,1729682,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contratototal_mujeres,838785,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contratototal_sin_informacion,170257,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,contratototal_sexototal,2738724,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M10,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_indefinido_hombres,970655,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_indefinido_mujeres,557227,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_indefinido_sin_informacion,36177,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_indefinido_sexototal,1564059,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_plazo_fijo_hombres,853094,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_plazo_fijo_mujeres,367734,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_plazo_fijo_sin_informacion,53714,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contrato_plazo_fijo_sexototal,1274542,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contratototal_hombres,1823749,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contratototal_mujeres,924961,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contratototal_sin_informacion,89891,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,contratototal_sexototal,2838601,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M11,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_indefinido_hombres,974038,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_indefinido_mujeres,563169,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_indefinido_sin_informacion,43589,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_indefinido_sexototal,1580796,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_plazo_fijo_hombres,855757,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_plazo_fijo_mujeres,383467,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_plazo_fijo_sin_informacion,90962,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contrato_plazo_fijo_sexototal,1330186,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contratototal_hombres,1829795,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contratototal_mujeres,946636,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contratototal_sin_informacion,134551,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,contratototal_sexototal,2910982,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2007-M12,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_indefinido_hombres,969929,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_indefinido_mujeres,550431,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_indefinido_sin_informacion,53788,TDC_7,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_indefinido_sexototal,1574148,TDC_7,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_plazo_fijo_hombres,845719,TDC_8,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_plazo_fijo_mujeres,355728,TDC_8,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_plazo_fijo_sin_informacion,114077,TDC_8,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contrato_plazo_fijo_sexototal,1315524,TDC_8,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contratototal_hombres,1815648,_T,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contratototal_mujeres,906159,_T,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contratototal_sin_informacion,167865,_T,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,contratototal_sexototal,2889672,_T,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,casa_particular_hombres,,TDC_9,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,casa_particular_mujeres,,TDC_9,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,casa_particular_sin_informacion,,TDC_9,_X,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M01,casa_particular_sexototal,,TDC_9,_T,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M02,contrato_indefinido_hombres,972209,TDC_7,M,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M02,contrato_indefinido_mujeres,555921,TDC_7,F,_T,M,NCOTSC,0,PS,0
SIMEL_CL:DF_NCOTSC_SEXO_TDCON(1.0),2008-M02,contrato_indefinido_sin_informacion,63752,TDC_7,_X,_T,M,NCOTSC,0,PS,0
